Unnamed: 0,track_id,track_name,track_popularity,track_album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,album_id,album_name,album_image,main_artist_id,artist,genres
0,5vNRhkKd0yEAg8suGBpjeY,APT.,98,2024-10-18,0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,169917,2IYQwwgxgOIn7t3iF6ufFD,APT.,https://i.scdn.co/image/ab67616d0000b273ba60245b7725fdc3719027c0,3eVa5w3URK5duf6eyVDbu9,rosé bruno mars,kpop
1,2plbrEY59IikOBgBGLjaoe,Die With A Smile,100,2024-08-16,0.521,0.592,6,-7.777,0,0.0304,0.308,0.0,0.122,0.535,157.969,251667,10FLjwfpbxLmW8c25Xyc2N,Die With A Smile,https://i.scdn.co/image/ab67616d0000b27382ea2e9e1858aa012c57cd45,1HY2Jd0NmPuamShAr6KMms,lady gaga bruno mars,art pop dance pop pop
2,2CGNAOSuO1MEFCbBRgUzjd,luther (with sza),64,2024-11-21,0.707,0.575,2,-7.546,1,0.125,0.251,0.0,0.248,0.576,138.008,177598,1Ss0ArMRr91m83mOgRBjSZ,GNX,https://i.scdn.co/image/ab67616d0000b27309d6ed214f03fbb663e46531,2YZyLoL8N0Wb9xBt1NhZWg,kendrick lamar sza,conscious hip hop hip hop rap west coast rap
3,0nj9Bq5sHDiTxSHunhgkFb,squabble up,86,2024-11-22,0.874,0.672,0,-5.568,1,0.198,0.0206,0.0,0.0783,0.711,103.921,157992,0hvT3yIEysuuvkK73vgdcW,GNX,https://i.scdn.co/image/ab67616d0000b273d9985092cd88bffd97653b58,2YZyLoL8N0Wb9xBt1NhZWg,kendrick lamar,conscious hip hop hip hop rap west coast rap
4,0aB0v4027ukVziUGwVGYpG,tv off (feat. lefty gunplay),85,2024-11-22,0.855,0.529,6,-6.679,0,0.263,0.0837,0.0,0.423,0.548,100.036,220690,0hvT3yIEysuuvkK73vgdcW,GNX,https://i.scdn.co/image/ab67616d0000b273d9985092cd88bffd97653b58,2YZyLoL8N0Wb9xBt1NhZWg,kendrick lamar lefty gunplay,conscious hip hop hip hop rap west coast rap
5,6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,97,2024-05-17,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,210373,7aJuG4TFXa2hmE4z1yxc3n,HIT ME HARD AND SOFT,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,6qqNVTkY8uBg9cP3Jd7DAH,billie eilish,art pop pop
6,7ne4VBA60CxGM75vw0EYad,That’s So True,94,2024-10-18,0.554,0.808,1,-4.169,1,0.0368,0.214,0.0,0.159,0.372,108.548,166300,0hBRqPYPXhr1RkTDG3n4Mk,The Secret of Us (Deluxe),https://i.scdn.co/image/ab67616d0000b2731dac3694b3289cd903cb3acf,4tuJ0bMpJh08umKkEXKUI5,gracie abrams,alt z
7,4lriIG2vNqwDWzOj2I9rtj,Ma Meilleure Ennemie (from the series Arcane League of Legends),77,2024-11-23,0.678,0.604,4,-7.926,0,0.0962,0.00465,0.000936,0.278,0.374,88.0,147973,3ZZlKPrWKSVI28zT3AGLQB,Ma Meilleure Ennemie (from the series Arcane League of Legends),https://i.scdn.co/image/ab67616d0000b2732aab4ea84f431ad7d92fecbb,5j4HeCoUlzhfWtjAfM1acR,stromae pomme arcane,belgian pop ghouse
8,7tI8dRuH2Yc6RuoTjxo4dU,Who,92,2024-07-19,0.66,0.756,0,-3.743,0,0.032,0.00289,0.0,0.193,0.838,116.034,170887,15XcLhiVMlSOipUddTNDnr,MUSE,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec,1oSPZhvZMIrWW5I41kPkkY,jimin,kpop
9,5gOfC9UzZQzTyShqPMrpjT,wacced out murals,84,2024-11-22,0.761,0.501,9,-10.759,0,0.459,0.249,0.0,0.136,0.502,81.998,317092,0hvT3yIEysuuvkK73vgdcW,GNX,https://i.scdn.co/image/ab67616d0000b273d9985092cd88bffd97653b58,2YZyLoL8N0Wb9xBt1NhZWg,kendrick lamar,conscious hip hop hip hop rap west coast rap
10,2262bWmqomIaJXwCRHr13j,Sailor Song,94,2024-07-26,0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,211978,68CN2LzY8MoxO2udy2C22e,Sailor Song,https://i.scdn.co/image/ab67616d0000b273e6065f209e0a01986206bd53,1iCnM8foFssWlPRLfAbIwo,gigi perez,bedroom pop
11,5S8VwnB4sLi6W0lYTWYylu,hey now (feat. dody6),83,2024-11-22,0.806,0.358,10,-8.769,1,0.117,0.00443,0.00162,0.412,0.188,102.011,217478,0hvT3yIEysuuvkK73vgdcW,GNX,https://i.scdn.co/image/ab67616d0000b273d9985092cd88bffd97653b58,2YZyLoL8N0Wb9xBt1NhZWg,kendrick lamar dody6,conscious hip hop hip hop rap west coast rap
12,50zAEIE4B1QqhPjRMK2Xmh,Running Wild,77,2024-11-19,0.487,0.711,8,-4.22,1,0.0322,0.000175,0.0,0.152,0.317,146.921,151646,3nRmQ70bczWCLWyj1aRbt6,Happy - :') (Remixes),https://i.scdn.co/image/ab67616d0000b27302dd46d1f82ce19b5927b269,5vV3bFXnN6D6N3Nj4xRvaV,jin,kpop
13,0RgjEkSbeuStKfT2Pa4Zai,reincarnated,83,2024-11-22,0.846,0.779,7,-5.363,1,0.254,0.0534,0.0,0.299,0.748,91.118,275740,0hvT3yIEysuuvkK73vgdcW,GNX,https://i.scdn.co/image/ab67616d0000b273d9985092cd88bffd97653b58,2YZyLoL8N0Wb9xBt1NhZWg,kendrick lamar,conscious hip hop hip hop rap west coast rap
14,1cOboCuWYI2osTOfolMRS6,Tu Boda,93,2024-09-26,0.694,0.651,6,-6.968,1,0.0784,0.496,1.36e-05,0.0787,0.471,112.648,225880,60cQzWfmdg4hyDXrpW6kOA,Tu Boda,https://i.scdn.co/image/ab67616d0000b273b51d9a74d356d785cce9dea9,3l9G1G9MxH6DaRhwLklaf5,oscar maydon fuerza regida,corrido
15,3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,93,2024-05-17,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,261466,7aJuG4TFXa2hmE4z1yxc3n,HIT ME HARD AND SOFT,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,6qqNVTkY8uBg9cP3Jd7DAH,billie eilish,art pop pop
16,5ho7VSXSmI2KM2nDjcnLyz,man at the garden,83,2024-11-22,0.817,0.348,7,-10.213,0,0.29,0.51,0.000119,0.11,0.634,91.997,233173,0hvT3yIEysuuvkK73vgdcW,GNX,https://i.scdn.co/image/ab67616d0000b273d9985092cd88bffd97653b58,2YZyLoL8N0Wb9xBt1NhZWg,kendrick lamar,conscious hip hop hip hop rap west coast rap
17,2HRqTpkrJO5ggZyyK6NPWz,Espresso,88,2024-08-23,0.699,0.776,0,-5.282,1,0.0293,0.131,5.36e-06,0.205,0.708,103.963,175459,3iPSVi54hsacKKl1xIR2eH,Short n' Sweet,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626,74KM79TiuVKeVCqs8QtB0B,sabrina carpenter,pop
18,4K1Pg0FLno1ltzX3jeqT83,"dodger blue (feat. wallie the sensei, siete7x, roddy ricch)",82,2024-11-22,0.796,0.536,6,-7.93,1,0.109,0.0552,0.0,0.112,0.662,83.492,131240,0hvT3yIEysuuvkK73vgdcW,GNX,https://i.scdn.co/image/ab67616d0000b273d9985092cd88bffd97653b58,2YZyLoL8N0Wb9xBt1NhZWg,kendrick lamar wallie the sensei siete7x roddy ricch,conscious hip hop hip hop rap west coast rap
19,5G2f63n7IPVPPjfNIGih7Q,Taste,93,2024-08-23,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,157279,3iPSVi54hsacKKl1xIR2eH,Short n' Sweet,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626,74KM79TiuVKeVCqs8QtB0B,sabrina carpenter,pop
20,1Es7AUAhQvapIcoh3qMKDL,Timeless (with Playboi Carti),92,2024-09-27,0.769,0.722,11,-5.485,0,0.0507,0.0584,2.56e-06,0.111,0.57,119.973,256000,2IRxVVqbSbqHJo8Zx50LYn,Timeless,https://i.scdn.co/image/ab67616d0000b27394f662ef3b5677376d8a78d4,1Xyo4u8uXC1ZmMpatF05PJ,the weeknd playboi carti,canadian contemporary rb canadian pop pop
21,0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,86,2024-11-15,0.833,0.563,4,-5.593,0,0.204,0.528,1.27e-05,0.139,0.343,105.008,191018,0aX0UXrHG2ceYIxTQcqJdA,Cosa Nuestra,https://i.scdn.co/image/ab67616d0000b273ed432d7df981360768dd5856,1mcTU81TzQhprhouKaTkpq,rauw alejandro bad bunny,puerto rican pop reggaeton trap latino urbano latino
22,1SGvjfc85yzqKXsfKcCxn2,heart pt. 6,81,2024-11-22,0.704,0.647,9,-7.664,1,0.325,0.27,0.0,0.109,0.585,80.998,292461,0hvT3yIEysuuvkK73vgdcW,GNX,https://i.scdn.co/image/ab67616d0000b273d9985092cd88bffd97653b58,2YZyLoL8N0Wb9xBt1NhZWg,kendrick lamar,conscious hip hop hip hop rap west coast rap
23,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,89,1994-10-28,0.336,0.627,7,-7.463,1,0.0384,0.164,0.0,0.0708,0.35,150.273,241106,61ulfFSmmxMhc2wCdmdMkN,Merry Christmas,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f,4iHNK0tOyZPYnBU7nGAgpQ,mariah carey,dance pop pop urban contemporary
24,0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",93,2024-04-05,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,218423,1WAjjRMfZjEXtB0lQrAw6Q,"Good Luck, Babe!",https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7,7GlBOeep6PqTfFi59PTUUN,chappell roan,indie pop
25,06qMRF18gwbOYYbnP2du6i,Last Christmas - Single Version,75,2023-07-07,0.733,0.598,2,-8.228,1,0.0278,0.212,3.71e-06,0.156,0.935,107.732,265960,2wyHNTisH8PtZG8OG58xr6,The Singles: Echoes from the Edge of Heaven,https://i.scdn.co/image/ab67616d0000b2734b68569ae3fdd6fcd0f98615,5lpH0xAS4fVfLkACg9DAuM,wham,new romantic new wave new wave pop soft rock
26,2Uts1QFB4u2YNIMiqcb4de,peekaboo (feat. azchike),81,2024-11-22,0.889,0.298,1,-9.086,1,0.182,0.00306,1.26e-05,0.173,0.314,100.042,155917,0hvT3yIEysuuvkK73vgdcW,GNX,https://i.scdn.co/image/ab67616d0000b273d9985092cd88bffd97653b58,2YZyLoL8N0Wb9xBt1NhZWg,kendrick lamar azchike,conscious hip hop hip hop rap west coast rap
27,1YYfyJ2yCvGFCxwjsIqEK9,Khé?,83,2024-11-15,0.687,0.627,7,-4.975,1,0.181,0.326,0.0,0.0893,0.47,155.865,206066,0aX0UXrHG2ceYIxTQcqJdA,Cosa Nuestra,https://i.scdn.co/image/ab67616d0000b273ed432d7df981360768dd5856,1mcTU81TzQhprhouKaTkpq,rauw alejandro romeo santos,puerto rican pop reggaeton trap latino urbano latino
28,3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,89,2024-04-05,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,180304,168CdR21lfn0TTyw1Pkdcm,Fireworks & Rollerblades,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40,22wbnEMDvgVIAGdFeek6ET,benson boone,singersongwriter pop
29,0wgOhYnqZKjOHr6bmdz0aN,gloria (with sza),80,2024-11-22,0.719,0.555,2,-9.785,0,0.27,0.22,0.0,0.127,0.413,140.07,287522,0hvT3yIEysuuvkK73vgdcW,GNX,https://i.scdn.co/image/ab67616d0000b273d9985092cd88bffd97653b58,2YZyLoL8N0Wb9xBt1NhZWg,kendrick lamar sza,conscious hip hop hip hop rap west coast rap
30,6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,93,2024-06-21,0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,195824,5ylbxH7EqpsmHZCRuiYewS,Si Antes Te Hubiera Conocido,https://i.scdn.co/image/ab67616d0000b273491678beaffcefac517a699e,790FomKkXshlbRYZFtlgla,karol g,reggaeton reggaeton colombiano urbano latino
31,2tHwzyyOLoWSFqYNjeVMzj,Please Please Please,87,2024-08-23,0.675,0.586,9,-6.086,1,0.0531,0.257,0.0,0.104,0.621,107.015,186365,3iPSVi54hsacKKl1xIR2eH,Short n' Sweet,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626,74KM79TiuVKeVCqs8QtB0B,sabrina carpenter,pop
32,51rfRCiUSvxXlCSCfIztBy,"I Love You, I'm Sorry",90,2024-06-21,0.53,0.406,10,-7.507,1,0.033,0.656,0.0,0.133,0.338,115.94,157146,56bdWeO40o3WfAD2Lja4dl,The Secret of Us,https://i.scdn.co/image/ab67616d0000b2736e2101520787791370f4a96b,4tuJ0bMpJh08umKkEXKUI5,gracie abrams,alt z
33,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,89,2016-11-17,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,206693,4PgleR09JVnm3zY1fW3XBA,24K Magic,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,0du5cEVh5yTK9QJze8zA0C,bruno mars,dance pop pop
34,5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,90,2013-09-09,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,183956,78bpIziExqiI9qztvNFlQu,AM,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163,7Ln80lUS6He07XvHI8qqHH,arctic monkeys,garage rock modern rock permanent wave rock sheffield indie
35,17phhZDn6oGtzMe56NuWvj,Lose Control,89,2023-09-15,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,210688,7nacKlk586eLRBSIsrk9DB,I've Tried Everything But Therapy (Part 1),https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace,33qOK5uJ8AR2xuQQAhHump,teddy swims,
36,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,90,2013-04-22,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4xkM0BwLM9H2IUcbYzpcBI,I Love You.,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921,77SW9BnxLY8rJ0RciFqkHh,the neighbourhood,modern alternative rock modern rock pop
37,3hRV0jL3vUpRrcy398teAU,The Night We Met,88,2015-04-06,0.448,0.369,9,-9.514,1,0.0452,0.968,0.272,0.638,0.0998,174.097,208211,4sD1qg4jwTZR4mvR4Iflk5,Strange Trails,https://i.scdn.co/image/ab67616d0000b27317875a0610c23d8946454583,6ltzsmQQbmdoHHbLZ4ZN25,lord huron,indie folk stomp and holler
38,3aZptNYC6Z1YoumeqZcDcQ,"gnx (feat. hitta j3, youngthreat, peysoh)",80,2024-11-22,0.75,0.556,1,-7.275,1,0.436,0.134,0.0,0.107,0.736,179.911,193539,0hvT3yIEysuuvkK73vgdcW,GNX,https://i.scdn.co/image/ab67616d0000b273d9985092cd88bffd97653b58,2YZyLoL8N0Wb9xBt1NhZWg,kendrick lamar hitta j3 youngthreat peysoh,conscious hip hop hip hop rap west coast rap
39,3tFed7YsjGnIfxeLEQwx3R,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",89,2024-10-28,0.505,0.812,1,-3.986,1,0.461,0.285,0.0,0.444,0.664,80.09,255915,0U28P0QVB1QRxpqp5IHOlH,CHROMAKOPIA,https://i.scdn.co/image/ab67616d0000b273124e9249fada4ff3c3a0739c,4V8LLVI7PbaPR0K2TGSxFF,tyler the creator glorilla sexyy red lil wayne,hip hop rap
40,2EjXfH91m7f8HiJN1yQg97,Rockin' Around The Christmas Tree,86,1964-10-19,0.598,0.47,8,-8.744,1,0.0496,0.617,0.0,0.505,0.879,67.086,126266,34wa3zf2prXFMk47t9zHFG,Merry Christmas From Brenda Lee,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3,4cPHsZM98sKzmV26wlwD2W,brenda lee,adult standards easy listening lounge rockabilly
41,1EDPVGbyPKJPeGqATwXZvN,The Emptiness Machine,82,2024-11-15,0.466,0.872,7,-3.344,1,0.0336,0.0156,0.0,0.121,0.806,184.115,190427,4R6FV9NSzhPihHR0h4pI93,From Zero,https://i.scdn.co/image/ab67616d0000b273b11a5489e8cb11dd22b930a0,6XyY86QOPPrYVGvF9ch6wz,linkin park,alternative metal nu metal postgrunge rap metal rock
42,02CrqOYzrJR8fYOffhvRZZ,number one girl,80,2024-11-22,0.288,0.377,7,-7.775,1,0.0317,0.288,0.0,0.101,0.135,175.43,216442,5R7uaKp0OOVFhcAruLmi2G,number one girl,https://i.scdn.co/image/ab67616d0000b273af5f6b66e42f295bad63bea7,3eVa5w3URK5duf6eyVDbu9,rosé,kpop
43,3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,89,2012-12-07,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,233478,58ufpQsJ1DS5kq4hhzQDiI,Unorthodox Jukebox,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,0du5cEVh5yTK9QJze8zA0C,bruno mars,dance pop pop
44,6jbYpRPTEFl1HFKHk1IC0m,Like Him (feat. Lola Young),87,2024-10-28,0.392,0.555,4,-6.707,0,0.039,0.287,0.000253,0.13,0.191,96.063,278014,0U28P0QVB1QRxpqp5IHOlH,CHROMAKOPIA,https://i.scdn.co/image/ab67616d0000b273124e9249fada4ff3c3a0739c,4V8LLVI7PbaPR0K2TGSxFF,tyler the creator lola young,hip hop rap
45,7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)",89,2023-06-23,0.264,0.64,8,-6.221,1,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,244684,7tzVd1fwkxsorytCBjEJkU,The Idol Episode 4 (Music from the HBO Original Series),https://i.scdn.co/image/ab67616d0000b273b0dd6a5cd1dec96c4119c262,1Xyo4u8uXC1ZmMpatF05PJ,the weeknd jennie lilyrose depp,canadian contemporary rb canadian pop pop
46,47Slg6LuqLaX0VodpSCvPt,Just the Way You Are,81,2010-05-11,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,220734,6J84szYCnMfzEcvIcfWMFL,Doo-Wops & Hooligans,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0,0du5cEVh5yTK9QJze8zA0C,bruno mars,dance pop pop
47,1XBYiRV30ykHw5f4wm6qEn,NIGHTS LIKE THIS,88,2023-11-10,0.482,0.757,6,-4.586,1,0.0355,0.0137,0.0016,0.143,0.12,142.579,86983,63IolVUykZCHMlu2zu9jHS,THE FIRST TIME,https://i.scdn.co/image/ab67616d0000b2732abb30c6296964d5d07458c2,2tIP7SsRs7vjIcLrU85W8J,the kid laroi,australian hip hop
48,3AJwUDP919kvQ9QcozQPxg,Yellow,89,2000-07-10,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773,6ZG5lRT77aJ3btmArcykra,Parachutes,https://i.scdn.co/image/ab67616d0000b2739164bafe9aaa168d93f4816a,4gzpq5DPGxSnKTe4SA8HAU,coldplay,permanent wave pop
49,7vQbuQcyTflfCIOu3Uzzya,Jingle Bell Rock,82,1957-12-02,0.754,0.424,2,-8.463,1,0.0363,0.643,0.0,0.0652,0.806,119.705,130973,3wivyOdotHWZ9dcuXMjPKT,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17,38EmEgXkgK51MT2tPY0EoC,bobby helms,
50,5QMrH5nszZZR3nefIj6Mar,Defying Gravity,76,2024-11-22,0.31,0.303,1,-10.345,1,0.0344,0.527,0.0,0.0436,0.208,148.419,459766,3JUrJP460nFIqwjxM19slT,Wicked: The Soundtrack,https://i.scdn.co/image/ab67616d0000b27341ded89391c5350f6b8f991c,46UMQ0cW8ToR8egkBRwAxZ,cynthia erivo ariana grande,pop soul
51,1QoyuMHNBe7lg3YW4Qtll4,St. Chroma (feat. Daniel Caesar),89,2024-10-28,0.576,0.884,0,-5.058,1,0.555,0.357,0.0,0.368,0.373,150.45,197019,0U28P0QVB1QRxpqp5IHOlH,CHROMAKOPIA,https://i.scdn.co/image/ab67616d0000b273124e9249fada4ff3c3a0739c,4V8LLVI7PbaPR0K2TGSxFF,tyler the creator daniel caesar,hip hop rap
52,5fZJQrFKWQLb7FpJXZ1g7K,A Bar Song (Tipsy),84,2024-05-31,0.722,0.706,9,-4.857,1,0.0292,0.072,0.0,0.067,0.599,80.969,171291,0DLvFVIfwt3OHdK9kGeEM3,"Where I've Been, Isn't Where I'm Going",https://i.scdn.co/image/ab67616d0000b27360df033c8f8b17384387666a,3y2cIKLjiOlp1Np37WiUdH,shaboozey,modern country pop pop rap
53,5xeSd4HgzrYpNLEf3LfYLK,WHATCHU KNO ABOUT ME (feat. Sexyy Red),80,2024-10-11,0.832,0.684,1,-4.691,1,0.359,0.00449,0.0,0.229,0.68,166.976,149461,4dUAojdnh5Bcho1n8bPSO0,GLORIOUS,https://i.scdn.co/image/ab67616d0000b273083fbaed50f66e8849b264cc,2qoQgPAilErOKCwE2Y8wOG,glorilla sexyy red,southern hip hop
54,5IZXB5IKAD2qlvTPJYDCFB,I Had Some Help (Feat. Morgan Wallen),84,2024-08-15,0.644,0.874,0,-4.723,1,0.0265,0.0113,0.0,0.227,0.753,128.017,178205,4BbsHmXEghoPPevQjPnHXx,F-1 Trillion,https://i.scdn.co/image/ab67616d0000b27388208159b1b3c69eefdeb2e0,246dkjvS1zLTtiykXe5h60,post malone morgan wallen,dfw rap melodic rap pop rap
55,6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,88,2024-05-04,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,274192,5JjnoGJyOxfSZUZtk2rRwZ,Not Like Us,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad,2YZyLoL8N0Wb9xBt1NhZWg,kendrick lamar,conscious hip hop hip hop rap west coast rap
56,3siwsiaEoU4Kuuc9WKMUy5,No One Noticed,84,2024-05-31,0.705,0.339,7,-10.612,1,0.0278,0.552,0.0814,0.12,0.457,97.989,236906,03guxdOi12XJbnvxvxbpwG,Submarine,https://i.scdn.co/image/ab67616d0000b2734d070fdf58fad8c54c5beb85,2sSGPbdZJkaSE2AbcGOACx,the marías,bedroom pop la indie
57,3i8fIJNV0yuC4kXT3SkVBZ,Popular,75,2024-11-22,0.44,0.319,5,-12.356,1,0.166,0.732,0.0,0.0967,0.47,178.329,241501,3JUrJP460nFIqwjxM19slT,Wicked: The Soundtrack,https://i.scdn.co/image/ab67616d0000b27341ded89391c5350f6b8f991c,66CXWjxzNUsdJxJ2JdwvnR,ariana grande,pop
58,7eGuPhpdS8sBjPJNuAShUX,What Is This Feeling?,73,2024-11-22,0.607,0.48,1,-8.81,1,0.12,0.691,0.0,0.111,0.637,151.909,228947,3JUrJP460nFIqwjxM19slT,Wicked: The Soundtrack,https://i.scdn.co/image/ab67616d0000b27341ded89391c5350f6b8f991c,66CXWjxzNUsdJxJ2JdwvnR,ariana grande cynthia erivo,pop
59,7hR22TOX3RorxJPcsz5Wbo,Love Somebody,86,2024-10-18,0.619,0.843,5,-5.348,0,0.0284,0.00948,0.000118,0.164,0.746,122.064,204828,0TxewlKVKdpP18dGg279ep,Love Somebody,https://i.scdn.co/image/ab67616d0000b2734b86223903ecefaa8df576a4,4oUHIQIBe0LHzYfvXNW4QM,morgan wallen,contemporary country
60,4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,88,2023-09-22,0.742,0.757,6,-4.981,1,0.0421,0.0187,0.0,0.305,0.957,139.982,184841,0EiI8ylL0FmWWpgHVTsZjZ,The Rise and Fall of a Midwest Princess,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6,7GlBOeep6PqTfFi59PTUUN,chappell roan,indie pop
61,0mflMxspEfB0VbI1kyLiAv,Stick Season,87,2022-10-14,0.664,0.5,9,-6.935,1,0.0651,0.799,0.0,0.0966,0.801,117.896,182346,50ZenUP4O2Q5eCy2NRNvuz,Stick Season,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918,2RQXRUsr4IW1f3mKyKsy4B,noah kahan,pov indie singersongwriter pop
62,1UHS8Rf6h5Ar3CDWRd3wjF,Bed Chem,90,2024-08-23,0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,171869,3iPSVi54hsacKKl1xIR2eH,Short n' Sweet,https://i.scdn.co/image/ab67616d0000b273fd8d7a8d96871e791cb1f626,74KM79TiuVKeVCqs8QtB0B,sabrina carpenter,pop
63,1agDCV4zQqaFwJQNsTgmL1,Smeraldo Garden Marching Band (feat. Loco),71,2024-07-19,0.79,0.915,4,-2.251,1,0.146,0.0366,0.0,0.0785,0.726,97.47,182840,15XcLhiVMlSOipUddTNDnr,MUSE,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec,1oSPZhvZMIrWW5I41kPkkY,jimin loco,kpop
64,3Ua0m0YmEjrMi9XErKcNiR,Like Crazy,75,2023-03-24,0.629,0.733,7,-5.445,1,0.0419,0.0025,0.0,0.357,0.362,120.001,212241,4xc3Lc9yASZgEJGH7acWMB,FACE,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d,1oSPZhvZMIrWW5I41kPkkY,jimin,kpop
65,3d2bsbugow8JiNvuaRupFH,Slow Dance (feat. Sofia Carson),73,2024-07-19,0.68,0.719,1,-6.078,1,0.0708,0.132,0.0,0.0295,0.8,87.016,188399,15XcLhiVMlSOipUddTNDnr,MUSE,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec,1oSPZhvZMIrWW5I41kPkkY,jimin sofia carson,kpop
66,1k68vKHNQXU5CHqcM7Yp7N,HAPPY,64,2024-03-18,0.535,0.963,9,-3.363,1,0.0798,0.000873,0.0,0.137,0.614,80.002,189934,29pgfsXVV0cLsvfylWRZJ9,Fourever,https://i.scdn.co/image/ab67616d0000b2730309970945710645006b9c9e,5TnQc2N1iKlFjYD7CPGvFc,day6,kpop kpop boy group
67,7gMfVc4zfNIxuMyMGglOHa,Rebirth (Intro),72,2024-07-19,0.372,0.567,5,-4.211,0,0.0361,0.142,0.0,0.0871,0.0928,172.024,144624,15XcLhiVMlSOipUddTNDnr,MUSE,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec,1oSPZhvZMIrWW5I41kPkkY,jimin,kpop
68,6qafqn8bBMy7t5c5WqpyRk,Closer Than This,70,2024-07-19,0.716,0.531,0,-6.051,1,0.0367,0.391,0.0,0.0691,0.431,87.984,223301,15XcLhiVMlSOipUddTNDnr,MUSE,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec,1oSPZhvZMIrWW5I41kPkkY,jimin,kpop
